#Timestamps             Stensparken     Pilestredet     Thereses gate   Bislett Stadion     Henrik Ibsens gate      Sørvest for Slottsparken    7. juni-plassen     Saga Kino
2022-10-19 10:36:26	 0		 0		 0		 0			 8			 2			 3			25
2022-10-19 10:41:24	 0		 0		 0		 0			 8			 2			 3			25
2022-10-19 10:46:21	 0		 0		 0		 0			 8			 2			 3			25
2022-10-19 10:51:34	 0		 0		 0		 0			 8			 2			 3			24
2022-10-19 10:56:33	 0		 0		 0		 0			 8			 2			 4			24
2022-10-19 11:01:40	 0		 0		 0		 0			 8			 2			 4			23
2022-10-19 11:06:21	 0		 0		 0		 0			 8			 2			 4			22
2022-10-19 11:11:25	 0		 0		 0		 0			 8			 2			 4			22
2022-10-19 11:16:29	 0		 0		 0		 0			 8			 2			 4			22
2022-10-19 11:21:32	 0		 0		 0		 0			 7			 2			 3			22
2022-10-19 11:26:41	 0		 0		 0		 0			 7			 2			 3			22
2022-10-19 11:31:38	 0		 0		 0		 0			 8			 2			 3			22
2022-10-19 11:36:36	 0		 0		 0		 0			 8			 2			 3			22
2022-10-19 11:41:42	 0		 0		 0		 0			 8			 3			 3			23
2022-10-19 11:46:43	 0		 0		 0		 0			 8			 3			 3			23
2022-10-19 11:51:42	 0		 0		 0		 0			 8			 3			 3			23
2022-10-19 11:56:44	 0		 0		 0		 0			 8			 4			 3			23
2022-10-19 12:01:43	 0		 0		 0		 0			 8			 4			 3			22
2022-10-19 12:06:42	 0		 0		 0		 0			 8			 4			 3			21
2022-10-19 12:11:30	 0		 0		 0		 1			 8			 4			 3			23
2022-10-19 12:16:37	 1		 0		 0		 1			 8			 4			 3			23
2022-10-19 12:21:28	 1		 0		 0		 1			 9			 4			 3			23
2022-10-19 12:26:37	 1		 0		 0		 1			 9			 3			 3			24
2022-10-19 12:31:45	 1		 0		 0		 1			 9			 3			 4			24
2022-10-19 12:36:48	 0		 0		 0		 1			 8			 3			 4			23
2022-10-19 12:41:30	 0		 0		 0		 1			 8			 3			 4			23
2022-10-19 12:46:37	 0		 0		 0		 0			 8			 3			 4			24
2022-10-19 12:51:37	 0		 0		 0		 0			 8			 3			 4			24
2022-10-19 12:56:41	 0		 0		 0		 0			 6			 3			 4			24
2022-10-19 13:01:44	 0		 0		 0		 0			 6			 3			 4			25
